id,temporada,n_en_serie,n_en_temp,dirigido_por,escrito_por,descripcion,title,year,im_db_rating,num_votes,mujer,hombre,adolescente,nino,asesino,cuerpo,victima,piromano,familia
11,1,11,11,Charles Haid,Edward Napier,"La acción se traslada a Tennessee, donde se está produciendo una oleada de crímenes sin relación aparente entre ellos. La Unidad de Análisis de Conducta descubre lo que podría ser el nexo común de todos los asesinatos: una especie de firma en forma de manchas circulares de sangre.",Mentes criminales: Blood Hungry,2005,7.1,3344,0,0,0,0,1,0,0,0,0
12,1,12,12,Adam Davidson,Judith McCreary,"El equipo del agente Jason Gideon viaja a Delaware, donde una niña ha sido secuestrada. Los padres de la pequeña están separados y muestran fuertes discrepancias entre ellos. Los agentes rastrean la zona y con la ayuda del testimonio de una niña que fue abordada por el secuestrador en dos oportunidades, sin que ella cediera a sus intentos de amistad, establecen el perfil del secuestrador: un hombre que se siente cómodo en la zona, que tiene facilidad para entenderse con los chicos, en apariencia inofensivo y que conduce un todoterreno verde.",Mentes criminales: What Fresh Hell?,2006,7.4,2544,0,1,0,1,0,0,0,0,0
13,1,13,13,Thomas J. Wright,Aaron Zelman,"Los hechos ocurren en Beachwood, Nueva Jersey, donde varias personas han sido envenenadas con un producto que produce efectos equivalentes a los generados por la ingesta de alucinógenos en una dosis muy elevada. Las siete personas que han sufrido la intoxicación tienen un denominador común: ninguna de ellas recuerda nada de lo que sucedió y fueron agredidas mientras tenían alteradas sus facultades por efecto de la droga. La Unidad de Análisis de Conducta establece un perfil del agresor: varón prudente y resuelto, de entre 35 y 50 años, que actúa por una única motivación, la venganza.",Mentes criminales: Poison,2006,7.3,2613,0,0,0,0,0,0,0,0,0
14,1,14,14,Chris Long,Simon Mirren,"Jason Gideon y Aaron Hotchner entrevistan a un matrimonio que espera su ejecución en el corredor de la muerte. Ambos esposos han sido hallados culpables en un caso de asesinatos en serie. En el transcurso de la entrevista, Gideon encuentra indicios de inocencia en la mujer, que se convertiría en la última víctima de su marido. A partir de ese momento, el equipo inicia una carrera contrarreloj para tratar de reunir las pruebas antes de que se ejecute la sentencia.",Mentes criminales: Riding the Lightning,2006,8.7,4885,1,0,0,0,1,0,1,0,0
15,1,15,15,J. Miller Tobin,Debra J. Fisher & Erica Messer,"La Unidad de Análisis de Conducta se enfrenta a un asesino en serie que ha resurgido tras veinte años de inactividad, eligiendo para el momento de su reaparición la presentación del libro del detective Max Ryan, quien habla precisamente de este asesino, el único al que no pudo capturar durante su carrera.",Mentes criminales: Unfinished Business,2006,7.7,2614,0,0,0,0,1,0,0,0,0
16,1,16,16,Matt Earl Beesley,Andrew Wilder,"El equipo de Gideon y Hotchner investigan un homicidio múltiple de estudiantes en una casa vacía. Las pruebas apuntan a que los autores de los crímenes podrían ser indios apaches u otras personas haciéndose pasar por estos. El equipo comienza las investigaciones entrevistando a los miembros de una reserva india cercana a la escena de los crímenes y a los residentes del vecindario.

Nota: En este episodio aparece además el hermano menor de Hotchner, el cual se presenta en su despacho para comunicar su decisión de dejar de estudiar.",Mentes criminales: The Tribe,2006,7.6,2845,0,0,0,0,0,0,0,0,0
17,1,17,17,Gloria Muzio,Chris Mundy,"La Unidad de Análisis de Conducta se traslada a Manhattan, donde se están sucediendo una serie de asesinatos sin móvil aparente. Según las pruebas que encuentran en las escenas de los crímenes, la unidad dirigida por Jason Gideon establece un perfil del delincuente: un hombre cuya profesión requiere el manejo de armas y que pretende acabar con la vida de delincuentes que la justicia ha dejado escapar.",Mentes criminales: A Real Rain,2006,7.6,2599,0,1,0,0,1,0,0,0,0
18,1,18,18,Paul Shapiro,Edward Napier,"Luego de dar un seminario a la policía de Los Ángeles, Reid y Gideon son requeridos en una escena del crimen donde ha muerto una actriz. Después de indagar un poco, el equipo se da cuenta de que los asesinatos han sido varios, pero como no tenían conexión aparente, la policía no había llegado a esa conclusión. La investigación les lleva a deducir que el asesino es un acosador de otra actriz, llamada Lila, que de algún modo le ha estado «limpiando el camino».

En este episodio Reid se involucra de manera personal con la víctima, rebasando así el límite profesional.",Mentes criminales: Somebody's Watching,2006,8.2,3841,0,0,0,0,1,0,1,0,0
19,1,19,19,Guy Norman Bee,Aaron Zelman,"Jason Gideon y el resto del equipo se trasladan a México para colaborar en la investigación de los asesinatos en serie de varias mujeres mayores. Al principio, los agentes de la Unidad de Análisis de Conducta encuentran resistencia en las fuerzas de orden público locales, cuyas técnicas difieren mucho de las utilizadas por ellos en sus casos domésticos. Sin embargo, un nuevo asesinato precipita que los dos equipos unan sus fuerzas para evitar más víctimas. Mientras tanto, Aaron Hotchner divide su tiempo entre la vida familiar, con su mujer y su bebé recién nacido, y sus responsabilidades en el trabajo.",Mentes criminales: Machismo,2006,7.2,2737,1,0,0,0,1,0,1,0,1
20,1,20,20,Félix Alcalá,Debra J. Fisher & Erica Messer,"El equipo persigue a un asesino que posee la facultad de disfrazarse con gran rapidez, lo que dificulta enormemente su captura. Los agentes de la Unidad de Análisis de Conducta investigarán cada una de sus apariencias, para así trazar un perfil psicológico y estrechar el cerco en torno al criminal.",Mentes criminales: Charm and Harm,2006,7.6,2520,0,0,0,0,1,0,0,0,0
21,1,21,21,Matt Earl Beesley,Simon Mirren,"Algunos agentes de la CIA recurren a Jason Gideon y su equipo para que intenten trazar el perfil psicológico de un individuo que trabaja como agente doble en las oficinas de la Agencia Central de Inteligencia. El espía se dedica a filtrar información clasificada, poniendo en peligro la vida de otros agentes. Durante la investigación, la CIA se traslada a trabajar a las dependencias de la Unidad de Análisis de Conducta del FBI, para así evitar nuevas filtraciones. En estas circunstancias extremas, el equipo deberá trabajar con rapidez para conseguir destapar al traidor.",Mentes criminales: Secrets and Lies,2006,7.6,3208,0,0,0,0,0,0,0,0,0
22,1,22,22,Edward Allen Bernero,Edward Allen Bernero,"Los miembros del equipo se ven forzados a regresar de sus vacaciones tras recibir, cada uno de ellos en sus respectivos lugares de descanso, diversas pistas que apuntan a que se están cometiendo una serie de asesinatos. Cuando se reúnen para comenzar la investigación y ponen en común los diferentes mensajes recibidos, comprenden que alguno de ellos también podría encontrarse en peligro.",Mentes criminales: The Fisher King: Part 1,2006,8.5,3586,0,0,0,0,1,0,0,0,0
23,2,23,1,Gloria Muzio,Edward Allen Bernero,"El equipo sigue las pistas del psicópata que les amenaza con la intención de poder salvar a su última víctima. Gideon decide no centrarse en los aspectos personales del caso, y de hecho les pide que hagan el perfil del asesino como si estuvieran haciendo el de cualquier otro.",Mentes criminales: The Fisher King: Part 2,2006,8.7,3393,0,0,0,0,1,0,1,0,0
24,2,24,2,Adam Davidson,Simon Mirren,"Un chico que desapareció cuando solo tenía un año de edad aparece en una página de pornografía infantil para ser subastado. Un antiguo miembro de la UAC (Mary Page Keller) le pide al grupo que ayude en la investigación que intentará salvar al chico, antes de que su captor (David Pevsner) lo subaste y se dé a la fuga.",Mentes criminales: P911,2006,7.9,2572,0,0,0,0,0,0,0,0,0
25,2,25,3,Félix Alcalá,Debra J. Fisher & Erica Messer,"La policía local busca a un criminal que ha cometido una serie de asesinatos, en los que la víctima es sometida a violación y tortura, con la singular firma de enviar un DVD a la familia de la víctima, en las que graba las vejaciones a las que la ha sometido. Sin embargo, al aparecer el equipo en escena, se da cuenta, por la manera en que están filmados de que se trata de dos personas, un débil (Brad Rowe) y otra dominante (Nicki Aycox), al notar que la cámara no está estática, sino en movimiento.",Mentes criminales: The Perfect Storm,2006,7.7,2352,0,0,0,0,1,0,1,0,1
26,2,26,4,Guy Norman Bee,Aaron Zelman,El equipo es llamado para investigar una serie de robos a unos bancos tras ser evidente que el motivo no es el dinero. Dado que el ladrón (Jason Wiles) abusa de las víctimas haciéndoles desnudarse antes de abandonar la escena del crimen.,Mentes criminales: Psychodrama,2006,7.4,2488,0,0,0,0,0,0,1,0,0
27,2,27,5,Tim Matheson,Chris Mundy,"El equipo investiga a un violador (Jason London) que ha estado atacando a mujeres en colegios religiosos y que de repente ha parado por seis meses, para empezar a atacar a mujeres de más de treinta años. Durante la investigación Elle comienza a involucrarse demasiado emocionalmente, lo que la lleva a tomar una decisión que le podría poner fin de su carrera.",Mentes criminales: Aftermath,2006,7.6,2558,1,0,0,0,0,0,0,0,0
28,2,28,6,Steve Boyum,Andi Bushell,"El equipo viaja a una pequeña comunidad en Texas para investigar los asesinatos de unos niños, que han sido muertos a golpes dentro del bosque que rodea la ciudad. 

Mientras, Elle y Hotch se quedan en Quántico resolviendo que hacer a continuación, luego de la investigación interna a la que se vio sometida Elle.",Mentes criminales: The Boogeyman,2006,7.8,2972,0,0,0,1,1,0,0,0,0
29,2,29,7,Matt Earl Beesley,Andrew Wilder,"Un hombre (Tom Schmid) secuestra a tres adolescentes y las encierra en una habitación. Les advierte que solo pueden salir dos de ellas, por lo que tienen que elegir a cual mataran. El equipo coge el caso cuando una de las madres viaja a Quántico, para pedirle ayuda a JJ, antes de que sea muy tarde.",Mentes criminales: North Mammon,2006,8.1,2751,0,1,1,0,0,0,0,0,0
30,2,30,8,Elodie Keene,Edward Napier,El equipo viaja a Seattle para identificar y cazar a un terrorista que se ha dedicado a amenazar a la ciudad con diversas bombas. Trabajarán mano a mano con un escritor de novelas de ciencia ficción que parece haber sido la inspiración del terrorista e intentarán determinar por qué elige esos objetivos.,Mentes criminales: Empty Planet,2006,7.6,2489,0,0,0,0,0,0,0,0,0
31,2,31,9,Gloria Muzio,Debra J. Fisher & Erica Messer,"Al principio del episodio vemos que una nueva agente ha sido incorporada al equipo, pero sin que nadie lo supiera, por ello Hotch se sorprende al encontrarla en su oficina, y se niega de plano a aceptarla como un nuevo miembro, por lo que deberá demostrar sus tenacidad. A su vez, se solicita la participación del equipo en St. Louis, donde dos asesinos seriales con distintos modus operandi parecen estar compitiendo entre sí. Con la ayuda de los medios, y atendiendo a patrones de comportamiento de los criminales, utilizaran la conexión que han creado para atraparlos.",Mentes criminales: The Last Word,2006,7.8,2448,0,0,0,0,1,0,0,0,0
32,2,32,10,Guy Norman Bee,Jim Clemente,"Luego de que la unidad de delitos contra las drogas (DAE) encontrara una casa, en la que en lugar de metanfetamina se estaba fabricando una bomba biológica, el equipo interviene. 

Gideon, Reid y, la nueva miembro, Prentiss viajan a la bahía de Guantánamo para interrogar al posible líder de esta célula terrorista. Dado que el preso posee valiosa información que podría ayudar a prevenir un desastre nacional, pero que no quiere colaborar, Gideon debe usar todos sus conocimientos apoyado por Prentiss, que al dominar el árabe con fluidez, puede notar matices en la manera de hablar del prisionero; y por Reid quien se encarga de analizar el lenguaje corporal del prisionero para determinar la veracidad de lo que dice. Mientras, Hotch y Morgan siguen el rastro de la bomba y García junto con JJ buscan datos en la red.",Mentes criminales: Lessons Learned,2006,8.3,2763,0,0,0,0,0,0,0,0,0
33,2,33,11,Gwyneth Horder-Payton,Chris Mundy,"Un muchacho alcanza al Dr. Reid de camino al trabajo, lo saluda reconociéndolo como el seminarista que disertó sobre conductas desviadas y sadismo, por lo que comienza a hacerle algunas preguntas que terminan incomodando a los dos y haciendo que el muchacho finalmente huya.

Cuando Reid llega a Quántico, inmediatamente se pone a intentar encontrar al joven, dado que tiene el presentimiento de que puede calzar dentro del patrón de un posible asesino serial. Al poco tiempo, sus temores se ven confirmados al encontrarse varios cuerpos de prostitutas cerca del Capitolio, en Washington.","Mentes criminales: Sex, Birth, Death",2006,8.5,3693,0,0,0,0,1,1,0,0,0
34,2,34,12,Glenn Kershaw,Edward Allen Bernero,"Morgan viaja a Chicago como todos los años para celebrar el cumpleaños de su madre. Y como siempre visita a sus jóvenes amigos del Centro que lo ayudó a surgir en su juventud y una tumba de un chico desconocido fallecido hace quince años, no sabe que esto de algún modo termina incriminándolo en una seguidilla de asesinatos, gracias a un perfil que el mismo Gideon envió a la policía local. El equipo, entonces, viaja para ayudarlo a desentrañar el misterio aunque eso puede significar que tengan que indagar en el pasado de Morgan, cosa que a él no le agrada en lo más mínimo.","Mentes criminales: Profiler, Profiled",2006,8.1,2905,0,0,0,0,1,0,0,0,0
35,2,35,13,John Gallagher,Simon Mirren,"Un torso y un brazo son encontrados cerca de una carretera en Texas en el mismo sitio que se han encontrado otros restos cada ciertos años. Luego de una ardua investigación el equipo logra determinar que el asesino (Keith Carradine) es un sádico que droga a sus víctimas con «la droga de la violación», es decir, las imposibilita para moverse, pero no para ver y sentir lo que pasa mientras las asesina. 

Aun cuando Gideon logra descubrir todo lo referente al sujeto, este, tras un elaborado plan logra escapar.",Mentes criminales: No Way Out,2007,8.4,2782,0,0,0,0,1,0,1,0,0
36,2,36,14,Gloria Muzio,Edward Allen Bernero,"Al final de la temporada del Super Bowl una pareja es brutalmente asesinada, aparentemente por dos sujetos, uno de los cuales llama al 911 para advertir que por su codicia serán castigados. Mientras los miembros de la unidad están en la escena del crimen, García descubre que el asesino ha subido a la red un video del asesinato, el cual rápidamente se vuelve muy popular por su realismo. Asombrados los miembros del equipo intentan descifrar la voz de la grabación, y entretanto, se produce otra llamada al 911. Una mujer (Samantha Smith) que estaba teniendo una aventura es secuestrada y su amante asesinado. 

Mientras Reid y JJ, van a ver a un sujeto que podría ser un potencial testigo (James Van Der Beek), descubren que en realidad es uno de los asesinos. Reid abandona a JJ, haciendo vivir a JJ una terrible experiencia y dándole la oportunidad al asesino de secuestrar a Reid.",Mentes criminales: The Big Game,2007,8.2,2694,1,0,0,0,1,0,0,0,0
37,2,37,15,Guy Norman Bee,Chris Mundy,"Este capítulo se centra en como el equipo trabaja para rescatar a Reid del sádico criminal (James Van Der Beek) que lo tiene secuestrado. Lo que los pone a un más frenéticos es que mientras están en la casa de este, frente a una enorme cantidad de pantallas en las que puede verse a diferentes personas, de repente en una de ellas aparece Reid siendo torturado para que confiese sus pecados. Afortunadamente, Reid no ha perdido la presencia de ánimo suficiente como para intentar comunicar su paradero a sus amigos.",Mentes criminales: Revelations,2007,8.9,4171,0,0,0,0,0,0,0,0,0
38,2,38,16,Rob Spera,Aaron Zelman,"Se solicita la presencia del equipo en un suburbio de Nueva York debido a que se han estado produciendo violentos asesinatos, hasta ahora de cuatro jóvenes negras, mientras que los activistas negros comienzan a protestar por lo que consideran  crímenes racistas.",Mentes criminales: Fear and Loathing,2007,7.5,2494,0,0,0,0,1,0,0,0,0
39,2,39,17,John Showalter,Oanh Ly,"El equipo es solicitado en Houston para investigar una serie de extraños y aleatorios asesinatos que han ocurrido cerca de sitios en construcción y edificios abandonados. Dadas las circunstancias pareciera ser que el asesino es un vagabundo, pero nuevos elementos hacen ver la necesidad de reestructurar el perfil. Ahora puede apreciarse un cambio en la actitud de Reid.",Mentes criminales: Distress,2007,7.7,2437,0,0,0,0,1,0,0,0,0
40,2,40,18,Steve Shill,Andi Bushell,"En este capítulo vemos como el Dr. Reid, aún muestra secuelas del secuestro que sufrió en capítulos anteriores. Mientras el equipo se enfrenta a un asesino que está emulando a Jack el Destripador, pero en Nueva Orleans.",Mentes criminales: Jones,2007,8.1,3300,0,0,0,0,1,0,0,0,0
41,2,41,19,John E. Gallagher,Andrew Wilder,"Hay un pirómano aterrando la ciudad pero contrario a los perfiles de estos criminales, este en particular no solo quema casas, sino familias y se mantiene presente mientras esto ocurre.

Todo parece indicar que está relacionado de alguna manera con un grupo medioambiental, cuyo líder hace que Hotch se lo tome de manera muy personal.",Mentes criminales: Ashes and Dust,2007,7.7,2472,0,0,0,0,0,0,0,1,1
42,2,42,20,Jesús Salvador Treviño,Aaron Zelman,"En este episodio el equipo se enfrenta a la mafia rusa, la cual, al parecer, está fraguando secuestros, bastante brutales, entre criminales rusos que han llegado como inmigrantes.

En este episodio aparece la madre de Prentiss.",Mentes criminales: Honor Among Thieves,2007,7.1,2921,0,0,0,0,0,0,0,0,0
43,2,43,21,Félix Alcalá,Debra J. Fisher & Erica Messer,"En este episodio, vemos como un par de hermanos asesinos se dedica a cazar personas, con arcos recurvos, por los bosques de Idaho.",Mentes criminales: Open Season,2007,7.9,2633,0,0,0,0,1,0,0,0,0
44,2,44,22,Glenn Kershaw,Edward Allen Bernero,"En este episodio, sesenta y tres personas sin hogar han desaparecido misteriosamente, sin que le preocupe a nadie, salvo al detective que tiene asignado vigilarlas. Lamentablemente, dado que padece un desorden de tipo obsesivo no es tomado en cuenta por sus superiores, lo que lo determina a ir directamente a conseguir la ayuda con el equipo.

Este capítulo tiene cierta similitudes con la película Hostel y con la serie Saw.",Mentes criminales: Legacy,2007,8.2,2490,0,0,0,0,0,0,0,0,0
45,2,45,23,Edward Allen Bernero,Simon Mirren,"En este capítulo, el asesino serial Frank Breitkopf reaparece al asesinar a la exnovia de Gideon e inculpándolo por este crimen. El equipo, sabiendo que es Frank, se dedica a la investigación tras bastidores y oculta a Gideon, con el fin de encontrar a Breitkopf y también a Jane, razón por la cual hasta ahora había dejado de matar.

Este episodio finaliza con un posible complot en contra del liderazgo de Hochtner, dado que no siguió el conducto regular para ayudar a Gideon. Gideon es exonerado pero le deja un trauma que probablemente le sea difícil superar.","Mentes criminales: No Way Out, Part II: The Evilution of Frank",2007,8.3,3193,0,0,0,0,1,0,0,0,0
46,3,46,1,Gloria Muzio,Chris Mundy,"El equipo investiga a un asesino en serie que tiene como blanco a mujeres que pertenecen a una pequeña universidad en el norte 
central de Estados Unidos. Al crear un perfil detallado del sospechoso deciden cerrar el campus, arrestando a un sospechoso. Sin embargo, los miembros del equipo empiezan a tener dudas de su trabajo luego de que se comete un nuevo asesinato. Gideon principalmente se encuentra incómodo ya que considera pueda haber cometido algún error al estar distraído por la muerte de su amiga.
Finalmente a Hotchner lo envían por dos semanas a su casa mientras se investigan los últimos hechos ocurridos en el Campus. 

Aunque este episodio no fue emitido en Estados Unidos, debido a lo ocurrido en Virgia Tech, se fijó como futura fecha de estreno el comienzo de la tercera temporada.",Mentes criminales: Doubt,2007,7.6,2334,1,0,0,0,1,0,0,0,0
47,3,47,2,Edward Allen Bernero,Chris Mundy,"Emily Prentiss deja el FBI y por consiguiente la UAC, Jason Gideon no aparece, pero le deja una carta a Spencer, la cual es narrada en el capítulo anterior. Aaron Hotchner ha pedido el traslado. Con la ayuda de Strauss, el escaso equipo viaja para investigar cuatro asesinatos de mujeres que aparecen sin el corazón. Al final del episodio Hotch y Emily deciden quedarse en el equipo, Hotch dice que debe hablar con su esposa, pero al regresar a su casa está vacía ya que Haley decide dejar a Hotch y se lleva a Jack con ella.

En este capítulo hacen mención sobre la adicción de Reid a las drogas después de su secuestro y tortura.",Mentes criminales: In Name and Blood,2007,7.9,2433,1,0,0,0,1,0,0,0,0
48,3,48,3,Félix Alcalá,Debra J. Fisher & Erica Messer,"Un ex-psicólogo se hace pasar por su profesión antigua y hace que les relaten sus peores fobias y de esta manera asesina brutalmente a sus víctimas. Reid y Prentiss hablan sobre el «abandono» de Gideon, y como se siente Reid al respecto. Aaron le confiesa a Morgan que Haley lo dejó.",Mentes criminales: Scared to Death,2007,7.6,2416,0,0,0,0,1,0,1,0,0
49,3,49,4,Guy Norman Bee,Dan Dworkin & Jay Beattie,"Familias enteras son asesinadas, los asesinos entran en las casas con la excusa de haber encontrado un animal muerto.",Mentes criminales: Children of the Dark,2007,7.9,2341,0,0,0,0,1,0,0,0,1
50,3,50,5,John Gallagher,Andi Bushell,Una niña desaparece en un centro comercial mientras está con sus tíos y su primo.,Mentes criminales: Seven Seconds,2007,8.3,2710,0,0,0,1,0,0,0,0,0
51,3,51,6,Skipp Sudduth,Charles Murray,"La Unidad de Análisis de Conducta recibirá a David Rossi. El veterano agente aportará su experiencia e intuición en el primer caso al que deberá enfrentarse: la localización de un sádico asesino en Dallas que anunciará sus crímenes mediante la distribución de folletos con la imagen de sus víctimas.

Aaron Hotchner y los miembros de su equipo analizarán este extraño modus operandi, que perseguirá avanzar el secuestro y posterior asesinato de sus objetivos en lugares donde sus víctimas puedan observarlo. Este macabro juego obligará a los agentes a duplicar sus esfuerzos en este complicado caso.",Mentes criminales: About Face,2007,7.5,2317,0,0,0,0,1,0,1,0,0
52,3,52,7,Gwyneth Horder-Payton,Oanh Ly,"Un exmilitar pondrá en jaque a Hotchner y a sus hombres tras secuestrar y asesinar a tres mujeres en Montana. Una nueva desaparición obligará a la Unidad de Análisis de Conducta a trabajar contrarreloj para intentar salvar la vida de la mujer.

Sin embargo, cuando los federales procedan a la detención del sospechoso, este decidirá suicidarse. Ante este imprevisto, los agentes dirigirán su mirada hacia el compinche del suicida, de quien sospechan que mantiene retenida a la desaparecida.",Mentes criminales: Identity,2007,7.4,2293,1,1,0,0,1,0,0,0,0
53,3,53,8,Steve Boyum,Andrew Wilder,"Derek Morgan sufrirá una profunda crisis existencial a raíz de la investigación de un asesino en serie con tendencias caníbales en Bridgewater, Florida. Sin embargo, el resto de miembros de la Unidad de Análisis de Conducta, en colaboración con las autoridades locales, intentarán recabar los datos necesarios para la localización del homicida antes de que cometa más crímenes atroces.

Mientras tanto, Penélope García, encargada de la oficina de tecnología audiovisual, creerá haber conocido al hombre de sus sueños. Sin embargo, detectará algo sospechoso tras la seductora apariencia del hombre, unas sospechas que se confirmarán tras su primera cita, que concluirá de una forma inesperadamente violenta.",Mentes criminales: Lucky,2007,8.2,3332,0,1,0,0,1,0,0,0,0
54,3,54,9,Félix Alcalá,Chris Mundy,"Las pesquisas se centran en torno al intento de asesinato de Garcia, cuya cita con el hombre desconocido acabó en tragedia. El equipo pronto descubrirá que el encuentro no fue casual, sino que el hombre se acercó premeditadamente a Penelope para matarla, ya que la agente se encontraba revisando información que podía comprometerle, relacionada con una serie de asesinatos ocurridos en el pasado.",Mentes criminales: Penelope,2007,8.7,3634,0,1,0,0,1,0,0,0,0
55,3,55,10,Edward Allen Bernero,Edward Allen Bernero,"Un afamado dibujante de cómics, sufre un ataque psicótico cuando él y su novia embarazada sufren un brutal ataque a manos de una banda callejera de Los Ángeles, agresión que se saldará con la muerte de su pareja.

Este caso obligará a la Unidad de Análisis de Conducta a desplazarse hasta la ciudad más poblada de los Estados Unidos para intentar arrestar al homicida con la colaboración de las autoridades locales.",Mentes criminales: True Night,2007,7.8,2723,0,0,0,0,0,0,0,0,0
